id,created_at,text
1340443057766998016,2020-12-19 23:45:03,Hacked networks will need to be burned 'down to the ground' https://t.co/hVThTC7EH5 https://t.co/Ed2xBcwurb
1340435506346258437,2020-12-19 23:15:03,'Obamacare' enrollment rising as COVID-19 pandemic deepens https://t.co/K3BGwpOOxB https://t.co/1C94knZvEx
1340427952421543938,2020-12-19 22:45:02,"FAA punished whistleblowers, protected industry and covered up flaws, Senate report says https://t.co/OJymMytjA4 https://t.co/7wMsHZPxb2"
1340420403601268737,2020-12-19 22:15:02,"Analysis | For Republicans, profanity is suddenly scandalous https://t.co/ozgVnHQZPz https://t.co/9GnmYSfwLa"
1340412853745033217,2020-12-19 21:45:02,Pro-Trump shakeups continue at VOA's parent agency https://t.co/2E4BhBst73 https://t.co/773U9J4Pyf
1340405305151266816,2020-12-19 21:15:02,Biden transition team criticizes cooperation from Pentagon https://t.co/FWiQSmqW8X https://t.co/SPN2PGrb2T
1340397757106954245,2020-12-19 20:45:03,Ben &amp; Jerry made delicious ice cream. Now they’re fighting to free Julian Assange. https://t.co/BjF5QXb0KZ https://t.co/YdF2KVqkly
1340390211403067395,2020-12-19 20:15:04,"'Immediate need': State, local govts decry being left out of Covid aid bill https://t.co/0bUVEizxMG https://t.co/itV59fWSoT"
1340382660108165132,2020-12-19 19:45:03,Minnesota State Sen. Jerry Relph dies from COVID-19 complications https://t.co/wIFHTMgvBe https://t.co/yWiWxJiEcX
1340375117810049032,2020-12-19 19:15:05,"The Arab Spring was meant to drive out dictators. Instead, it empowered them. https://t.co/i0hpWPoYQ8 https://t.co/Kxjlw5rdQ4"
1340367556947943425,2020-12-19 18:45:03,"A $20,000 fee to change a wedding date? New bill aims to protect people from 'bad actor catering halls'… https://t.co/1NPbAkpayB"
1340363786818088963,2020-12-19 18:30:04,"Nearly 50 years after death of wife and daughter, empathy remains at Joe Biden's core https://t.co/oJ53uvwgNn https://t.co/HCwYw0kY4M"
1340356299167571970,2020-12-19 18:00:18,"After days of silence, Trump, without evidence, says Russian cyberattack may have been China https://t.co/WFD1hyM7BE https://t.co/EjHjGPEEvf"
1340352454110670852,2020-12-19 17:45:02,Contact tracers play a key role in the pandemic. And not just for tracking Covid. https://t.co/E3Tmrb6fTg https://t.co/7e3KSjn374
